kkt_power,6.003390,0.31500
cage14,84.708041,32.493999
cage15,314.705406,132.182999
freescale,140.550982,37.668000
wikipedia,232.307659,84.318001
rmat100M,804.296169,331.612000
rmat1B,2957.499097,1917.875000
